,Codigo,Nome,Nivel,Governança Colaborativa - Responsáveis,Incorporação de TICs - Planejamento,Planejamento Estratégico para Transformação Digital,Governança de TI - Práticas,Infraestrutura de Hw e Sw - Armazenamento,Gestão Integrada de Dados,Serviços Públicos On-line,Solicitação de Serviços Públicos,Segurança de Políticas Públicas - Monitoramento,Percepção dos Serviços Públicos,Transparência - Monitoramento,Transparência - Execução Orçamentária e Financeira,Transparência dos Dados - Disponibilização,Segurança dos Dados - Práticas
Valor,3142809,Monte Alegre de Minas,2,,,,,,,1,4,,0,,4,9,
Valor,2804201,Monte Alegre de Sergipe,2,,,,,,,12,4,,0,,5,9,
Valor,2206605,Monte Alegre do Piauí,2,,,,,,,0,2,,0,,3,6,
Valor,4312377,Monte Alegre dos Campos,2,,,,,,,6,5,,0,,5,9,
Valor,3531209,Monte Alegre do Sul,2,,,,,,,10,4,,0,,5,9,
Valor,3531308,Monte Alto,2,,,,,,,12,6,,0,,5,9,
Valor,3531407,Monte Aprazível,2,,,,,,,13,4,,0,,5,9,
Valor,3142908,Monte Azul,2,,,,,,,2,3,,0,,4,8,
Valor,3531506,Monte Azul Paulista,2,,,,,,,14,7,,0,,4,8,
Valor,3143005,Monte Belo,2,,,,,,,8,3,,0,,5,10,
Valor,4312385,Monte Belo do Sul,2,,,,,,,2,5,,0,,5,10,
Valor,4211058,Monte Carlo,2,,,,,,,9,2,,0,,5,6,
Valor,3143104,Monte Carmelo,2,,,,,,,7,5,,0,,5,9,
Valor,4211108,Monte Castelo,2,,,,,,,14,5,,0,,5,9,
Valor,3531605,Monte Castelo,2,,,,,,,5,6,,0,,5,9,
Valor,2407906,Monte das Gameleiras,2,,,,,,,11,3,,0,,5,8,
Valor,1713601,Monte do Carmo,2,,,,,,,3,4,,0,,5,9,
Valor,3143153,Monte Formoso,2,,,,,,,3,2,,0,,5,8,
Valor,2509602,Monte Horebe,2,,,,,,,13,4,,0,,5,9,
Valor,2509701,Monteiro,2,,,,,,,9,5,,0,,5,9,
Valor,3531704,Monteiro Lobato,2,,,,,,,14,4,,0,,5,8,
Valor,2705408,Monteirópolis,2,,,,,,,6,1,,0,,4,8,
Valor,3531803,Monte Mor,2,,,,,,,10,5,,0,,5,9,
Valor,4312401,Montenegro,2,,,,,,,10,3,,0,,5,8,
Valor,1101401,Monte Negro,2,,,,,,,13,6,,0,,5,9,
Valor,2107001,Montes Altos,2,,,,,,,10,2,,1,,5,8,
Valor,2921500,Monte Santo,2,,,,,,,7,1,,1,,5,9,
Valor,3143203,Monte Santo de Minas,3,1,0,0,1,3,3,8,7,0,0,0,5,10,7
Valor,1713700,Monte Santo do Tocantins,3,,,,,,,13,7,,1,,5,10,
Valor,3143302,Montes Claros,3,,,,,,,14,5,,1,,4,8,
Valor,5213707,Montes Claros de Goiás,2,,,,,,,9,6,,0,,5,8,
Valor,3143401,Monte Sião,2,,,,,,,9,6,,0,,5,9,
Valor,3143450,Montezuma,2,,,,,,,8,5,,0,,4,8,
Valor,5213756,Montividiu,2,,,,,,,10,3,,0,,5,8,
Valor,5213772,Montividiu do Norte,2,,,,,,,7,6,,0,,5,8,
Valor,2308708,Morada Nova,3,,,,,,,9,4,,1,,5,9,
Valor,3143500,Morada Nova de Minas,2,,,,,,,9,2,,0,,5,8,
Valor,2308807,Moraújo,2,,,,,,,7,3,,1,,5,8,
Valor,2614303,Moreilândia,2,,,,,,,5,5,,0,,5,8,
Valor,4116109,Moreira Sales,2,,,,,,,11,3,,0,,5,9,
Valor,2609402,Moreno,2,,,,,,,10,8,,0,,4,9,
Valor,4312427,Mormaço,2,,,,,,,8,4,,0,,5,8,
Valor,2921609,Morpará,2,,,,,,,0,4,,0,,5,8,
Valor,4116208,Morretes,2,,,,,,,11,5,,0,,5,9,
Valor,2308906,Morrinhos,2,,,,,,,14,6,,0,,5,8,
Valor,5213806,Morrinhos,3,,,,,,,15,3,,1,,5,10,
Valor,4312443,Morrinhos do Sul,2,,,,,,,0,2,,0,,5,8,
Valor,3531902,Morro Agudo,2,,,,,,,8,5,,0,,4,7,
Valor,5213855,Morro Agudo de Goiás,3,,,,,,,10,4,,1,,5,9,
Valor,2206654,Morro Cabeça no Tempo,2,,,,,,,5,2,,0,,3,6,
Valor,4211207,Morro da Fumaça,2,,,,,,,4,4,,0,,5,8,
Valor,3143609,Morro da Garça,2,,,,,,,7,4,,0,,4,9,
Valor,2921708,Morro do Chapéu,2,,,,,,,7,5,,0,,4,8,
Valor,2206670,Morro do Chapéu do Piauí,2,,,,,,,7,1,,0,,5,8,
Valor,3143708,Morro do Pilar,2,,,,,,,3,5,,0,,5,9,
Valor,4211256,Morro Grande,2,,,,,,,5,5,,0,,5,8,
Valor,4312450,Morro Redondo,2,,,,,,,6,2,,0,,5,9,
Valor,4312476,Morro Reuter,2,,,,,,,12,7,,0,,5,8,
Valor,2107100,Morros,2,,,,,,,6,5,,0,,5,8,
Valor,2921807,Mortugaba,2,,,,,,,0,3,,0,,5,8,
Valor,3532009,Morungaba,2,,,,,,,5,5,,0,,5,9,
Valor,5213905,Mossâmedes,3,,,,,,,16,6,,1,,5,9,
Valor,2408003,Mossoró,3,,,,,,,11,7,,1,,5,8,
Valor,4312500,Mostardas,2,,,,,,,7,5,,0,,5,10,
Valor,3532058,Motuca,2,,,,,,,4,1,,0,,5,9,
Valor,5214002,Mozarlândia,3,,,,,,,13,6,,1,,5,9,
Valor,1504901,Muaná,2,,,,,,,8,2,,1,,5,7,
Valor,1400308,Mucajaí,2,,,,,,,6,4,,0,,4,8,
Valor,2309003,Mucambo,2,,,,,,,1,3,,0,,5,8,
Valor,2921906,Mucugê,2,,,,,,,11,5,,0,,5,8,
Valor,4312609,Muçum,2,,,,,,,9,5,,0,,5,9,
Valor,2922003,Mucuri,2,,,,,,,6,5,,0,,4,4,
Valor,3203601,Mucurici,2,,,,,,,4,4,,0,,5,9,
Valor,4312617,Muitos Capões,2,,,,,,,8,5,,0,,5,9,
Valor,4312625,Muliterno,2,,,,,,,12,5,,0,,5,8,
Valor,2309102,Mulungu,2,,,,,,,7,1,,0,,5,8,
Valor,2509800,Mulungu,2,,,,,,,3,1,,0,,5,9,
Valor,2922052,Mulungu do Morro,3,,,,,,,10,6,,1,,5,9,
Valor,2922102,Mundo Novo,3,,,,,,,9,5,,1,,5,9,
Valor,5214051,Mundo Novo,2,,,,,,,7,4,,1,,5,8,
Valor,5005681,Mundo Novo,2,,,,,,,13,5,,0,,4,9,
Valor,3143807,Munhoz,2,,,,,,,8,7,,0,,4,9,
Valor,4116307,Munhoz de Melo,2,,,,,,,10,4,,0,,5,8,
Valor,2922201,Muniz Ferreira,2,,,,,,,8,4,,0,,5,8,
Valor,3203700,Muniz Freire,2,,,,,,,9,7,,0,,4,9,
Valor,2922250,Muquém do São Francisco,2,,,,,,,0,1,,0,,4,8,
Valor,3203809,Muqui,2,,,,,,,9,3,,0,,4,9,
Valor,3143906,Muriaé,2,,,,,,,9,8,,0,,5,8,
Valor,2804300,Muribeca,2,,,,,,,8,2,,0,,5,8,
Valor,2705507,Murici,2,,,,,,,7,6,,0,,4,9,
Valor,2206696,Murici dos Portelas,2,,,,,,,0,2,,0,,5,9,
Valor,1713957,Muricilândia,2,,,,,,,7,3,,0,,5,8,
Valor,2922300,Muritiba,2,,,,,,,9,3,,1,,4,8,
Valor,3532108,Murutinga do Sul,2,,,,,,,11,4,,0,,4,10,
Valor,2922409,Mutuípe,2,,,,,,,0,3,,0,,5,8,
Valor,3144003,Mutum,2,,,,,,,8,6,,0,,5,9,
Valor,5214101,Mutunópolis,2,,,,,,,6,4,,0,,5,8,
Valor,3144102,Muzambinho,2,,,,,,,9,3,,1,,4,9,
Valor,3144201,Nacip Raydan,2,,,,,,,5,4,,0,,5,7,
Valor,3532157,Nantes,2,,,,,,,3,4,,0,,5,7,
Valor,3144300,Nanuque,2,,,,,,,8,6,,0,,5,9,
Valor,4312658,Não-Me-Toque,2,,,,,,,11,3,,0,,5,9,
Valor,3144359,Naque,2,,,,,,,5,3,,0,,5,8,
Valor,3532207,Narandiba,2,,,,,,,6,4,,0,,5,9,
Valor,2408102,Natal,2,,,,,,,12,5,,0,,5,7,
Valor,3144375,Natalândia,2,,,,,,,7,4,,1,,5,9,
Valor,3144409,Natércia,2,,,,,,,6,4,,0,,4,8,
Valor,3303104,Natividade,3,,,,,,,12,3,,1,,5,9,
Valor,1714203,Natividade,3,,,,,,,9,7,,1,,5,9,
Valor,3532306,Natividade da Serra,2,,,,,,,5,5,,0,,4,8,
Valor,2509909,Natuba,2,,,,,,,6,4,,0,,5,9,
Valor,4211306,Navegantes,2,,,,,,,8,8,,0,,5,9,
Valor,5005707,Naviraí,2,,,,,,,9,6,,0,,5,9,
Valor,2922508,Nazaré,2,,,,,,,13,6,,0,,5,10,
Valor,1714302,Nazaré,2,,,,,,,9,2,,0,,4,8,
Valor,2609501,Nazaré da Mata,2,,,,,,,4,4,,0,,5,8,
Valor,2206704,Nazaré do Piauí,2,,,,,,,3,3,,0,,4,8,
Valor,3144508,Nazareno,2,,,,,,,8,2,,0,,5,9,
Valor,3532405,Nazaré Paulista,2,,,,,,,12,3,,0,,5,9,
Valor,2510006,Nazarezinho,2,,,,,,,7,3,,0,,5,9,
Valor,2206720,Nazária,2,,,,,,,1,3,,0,,5,8,
Valor,5214408,Nazário,2,,,,,,,7,1,,0,,4,7,
Valor,2804409,Neópolis,2,,,,,,,6,3,,0,,5,8,
Valor,3144607,Nepomuceno,2,,,,,,,8,7,,0,,5,9,
Valor,5214507,Nerópolis,2,,,,,,,6,5,,0,,5,8,
Valor,3532504,Neves Paulista,2,,,,,,,5,4,,0,,5,9,
Valor,1303007,Nhamundá,1,,,,,,,0,1,,0,,0,1,
Valor,3532603,Nhandeara,2,,,,,,,3,4,,0,,5,8,
Valor,4312674,Nicolau Vergueiro,2,,,,,,,8,5,,0,,5,9,
Valor,2922607,Nilo Peçanha,2,,,,,,,0,4,,0,,5,8,
Valor,3303203,Nilópolis,2,,,,,,,0,1,,0,,5,9,
Valor,2107209,Nina Rodrigues,2,,,,,,,5,1,,0,,5,9,
Valor,3144656,Ninheira,2,,,,,,,7,3,,0,,5,9,
Valor,5005806,Nioaque,2,,,,,,,5,3,,0,,5,10,
Valor,3532702,Nipoã,2,,,,,,,7,3,,0,,5,9,
Valor,5214606,Niquelândia,3,,,,,,,16,1,,1,,5,8,
Valor,2408201,Nísia Floresta,2,,,,,,,7,4,,0,,5,8,
Valor,3303302,Niterói,3,,,,,,,18,9,,1,,5,10,
Valor,5105903,Nobres,2,,,,,,,8,4,,0,,5,8,
Valor,4312708,Nonoai,2,,,,,,,6,4,,0,,5,10,
Valor,2922656,Nordestina,2,,,,,,,6,3,,0,,5,8,
Valor,1400407,Normandia,2,,,,,,,8,5,,0,,4,8,
Valor,5106000,Nortelândia,2,,,,,,,11,5,,0,,4,8,
Valor,2804458,Nossa Senhora Aparecida,2,,,,,,,8,4,,1,,5,8,
Valor,2804508,Nossa Senhora da Glória,2,,,,,,,12,1,,0,,4,8,
Valor,2804607,Nossa Senhora das Dores,2,,,,,,,6,6,,0,,4,8,
Valor,4116406,Nossa Senhora das Graças,2,,,,,,,4,3,,0,,5,9,
Valor,2804706,Nossa Senhora de Lourdes,2,,,,,,,5,2,,0,,4,8,
Valor,2206753,Nossa Senhora de Nazaré,2,,,,,,,4,1,,0,,4,8,
Valor,5106109,Nossa Senhora do Livramento,2,,,,,,,5,3,,0,,5,9,
Valor,2804805,Nossa Senhora do Socorro,2,,,,,,,10,4,,0,,5,8,
Valor,2206803,Nossa Senhora dos Remédios,2,,,,,,,6,2,,0,,5,8,
Valor,3532801,Nova Aliança,2,,,,,,,6,2,,0,,5,9,
Valor,4116505,Nova Aliança do Ivaí,2,,,,,,,3,2,,0,,5,8,
Valor,4312757,Nova Alvorada,2,,,,,,,8,3,,0,,5,8,
Valor,5006002,Nova Alvorada do Sul,2,,,,,,,9,7,,0,,5,8,
Valor,5214705,Nova América,3,,,,,,,9,4,,1,,5,9,
Valor,4116604,Nova América da Colina,2,,,,,,,8,4,,1,,4,9,
Valor,5006200,Nova Andradina,3,,,,,,,15,8,,0,,5,10,
Valor,4312807,Nova Araçá,2,,,,,,,8,4,,0,,4,8,
Valor,5214804,Nova Aurora,2,,,,,,,7,3,,0,,5,8,
Valor,4116703,Nova Aurora,3,,,,,,,14,7,,1,,5,8,
Valor,5106158,Nova Bandeirantes,2,,,,,,,8,4,,0,,4,9,
Valor,4312906,Nova Bassano,3,,,,,,,15,4,,1,,4,9,
Valor,3144672,Nova Belém,2,,,,,,,3,5,,0,,4,8,
Valor,4312955,Nova Boa Vista,2,,,,,,,6,2,,0,,5,8,
Valor,5106208,Nova Brasilândia,2,,,,,,,6,5,,0,,5,9,
Valor,1100148,Nova Brasilândia D'Oeste,3,,,,,,,13,6,,1,,5,10,
Valor,4313003,Nova Bréscia,2,,,,,,,6,3,,0,,5,9,
Valor,3532827,Nova Campina,2,,,,,,,11,5,,0,,5,9,
Valor,2922706,Nova Canaã,2,,,,,,,0,1,,0,,4,8,
Valor,5106216,Nova Canaã do Norte,2,,,,,,,8,3,,0,,5,9,
Valor,3532843,Nova Canaã Paulista,2,,,,,,,10,2,,1,,5,9,
Valor,4313011,Nova Candelária,2,,,,,,,7,7,,0,,5,9,
Valor,4116802,Nova Cantu,2,,,,,,,15,3,,0,,4,8,
Valor,3532868,Nova Castilho,2,,,,,,,10,4,,0,,5,8,
Valor,2107258,Nova Colinas,2,,,,,,,6,3,,0,,5,8,
Valor,5214838,Nova Crixás,2,,,,,,,8,4,,0,,4,8,
Valor,2408300,Nova Cruz,2,,,,,,,5,5,,0,,5,9,
Valor,3144706,Nova Era,3,,,,,,,9,5,,1,,5,9,
Valor,4211405,Nova Erechim,2,,,,,,,12,4,,0,,5,9,
Valor,4116901,Nova Esperança,2,,,,,,,6,5,,0,,5,8,
Valor,1504950,Nova Esperança do Piriá,2,,,,,,,6,6,,0,,4,5,
Valor,4116950,Nova Esperança do Sudoeste,2,,,,,,,8,3,,0,,5,8,
Valor,4313037,Nova Esperança do Sul,2,,,,,,,8,5,,0,,5,9,
Valor,3532900,Nova Europa,2,,,,,,,8,4,,0,,4,8,
Valor,2922730,Nova Fátima,2,,,,,,,5,5,,0,,5,8,
Valor,4117008,Nova Fátima,2,,,,,,,14,5,,0,,5,8,
Valor,2510105,Nova Floresta,2,,,,,,,4,3,,0,,5,9,
Valor,3303401,Nova Friburgo,2,,,,,,,14,2,,0,,5,10,
Valor,5214861,Nova Glória,2,,,,,,,3,3,,0,,4,6,
Valor,3533007,Nova Granada,3,,,,,,,15,5,,1,,4,9,
Valor,5108808,Nova Guarita,2,,,,,,,11,4,,0,,4,9,
Valor,3533106,Nova Guataporanga,2,,,,,,,7,4,,0,,5,9,
Valor,4313060,Nova Hartz,2,,,,,,,6,3,,0,,5,10,
Valor,2922755,Nova Ibiá,2,,,,,,,9,6,,0,,4,10,
Valor,3303500,Nova Iguaçu,2,,,,,,,11,7,,0,,5,9,
Valor,5214879,Nova Iguaçu de Goiás,3,,,,,,,10,5,,1,,5,8,
Valor,3533205,Nova Independência,2,,,,,,,6,5,,0,,4,8,
Valor,2107308,Nova Iorque,2,,,,,,,5,3,,0,,5,9,
Valor,1504976,Nova Ipixuna,3,,,,,,,12,4,,1,,5,9,
Valor,3533254,Novais,2,,,,,,,5,6,,0,,4,7,
Valor,4211454,Nova Itaberaba,2,,,,,,,10,6,,0,,5,9,
Valor,2922805,Nova Itarana,2,,,,,,,8,3,,0,,5,9,
Valor,5106182,Nova Lacerda,2,,,,,,,4,6,,0,,4,9,
Valor,4117057,Nova Laranjeiras,2,,,,,,,13,2,,0,,5,9,
Valor,3144805,Nova Lima,2,,,,,,,9,7,,0,,4,8,
Valor,4117107,Nova Londrina,2,,,,,,,11,3,,0,,5,8,
Valor,3533304,Nova Luzitânia,2,,,,,,,1,2,,0,,5,9,
Valor,1100338,Nova Mamoré,2,,,,,,,16,4,,0,,4,8,
Valor,5108857,Nova Marilândia,2,,,,,,,7,5,,0,,5,9,
Valor,5108907,Nova Maringá,2,,,,,,,3,3,,0,,5,9,
Valor,3144904,Nova Módica,1,,,,,,,5,3,,0,,0,1,
Valor,5108956,Nova Monte Verde,2,,,,,,,8,4,,0,,5,10,
Valor,5106224,Nova Mutum,2,,,,,,,5,7,,0,,5,9,
Valor,5106174,Nova Nazaré,2,,,,,,,8,4,,0,,4,9,
Valor,3533403,Nova Odessa,2,,,,,,,10,5,,0,,5,8,
Valor,5106232,Nova Olímpia,2,,,,,,,7,6,,0,,0,2,
Valor,4117206,Nova Olímpia,2,,,,,,,6,2,,0,,5,8,
Valor,2309201,Nova Olinda,3,,,,,,,11,3,,1,,5,9,
Valor,2510204,Nova Olinda,2,,,,,,,7,4,,0,,5,8,
Valor,1714880,Nova Olinda,2,,,,,,,5,4,,0,,5,9,
Valor,2107357,Nova Olinda do Maranhão,2,,,,,,,5,3,,0,,5,8,
Valor,1303106,Nova Olinda do Norte,2,,,,,,,0,3,,0,,5,7,
Valor,4313086,Nova Pádua,3,,,,,,,13,5,,1,,5,10,
Valor,4313102,Nova Palma,2,,,,,,,8,5,,0,,5,10,
Valor,2510303,Nova Palmeira,2,,,,,,,4,3,,0,,5,9,
Valor,4313201,Nova Petrópolis,2,,,,,,,12,6,,0,,5,9,
Valor,3145000,Nova Ponte,2,,,,,,,14,5,,0,,5,9,
Valor,3145059,Nova Porteirinha,2,,,,,,,4,1,,0,,5,8,
Valor,4313300,Nova Prata,2,,,,,,,14,6,,0,,4,9,
Valor,4117255,Nova Prata do Iguaçu,3,,,,,,,16,5,,1,,5,8,
Valor,4313334,Nova Ramada,2,,,,,,,6,2,,0,,4,10,
Valor,2922854,Nova Redenção,2,,,,,,,6,3,,0,,5,9,
Valor,3145109,Nova Resende,2,,,,,,,10,5,,0,,4,6,
Valor,5214903,Nova Roma,2,,,,,,,7,3,,0,,4,8,
Valor,4313359,Nova Roma do Sul,2,,,,,,,10,4,,0,,5,10,
Valor,1715002,Nova Rosalândia,3,,,,,,,15,5,,1,,5,9,
Valor,2309300,Nova Russas,2,,,,,,,6,6,,0,,5,9,
Valor,4117214,Nova Santa Bárbara,2,,,,,,,14,3,,0,,4,8,
Valor,5106190,Nova Santa Helena,2,,,,,,,6,5,,0,,4,8,
Valor,2207959,Nova Santa Rita,2,,,,,,,8,0,,0,,4,8,
Valor,4313375,Nova Santa Rita,2,,,,,,,13,9,,0,,4,8,
Valor,4117222,Nova Santa Rosa,2,,,,,,,13,3,,0,,5,9,
Valor,3145208,Nova Serrana,3,,,,,,,15,8,,1,,5,10,
Valor,2922904,Nova Soure,2,,,,,,,10,5,,0,,4,9,
Valor,4117271,Nova Tebas,3,,,,,,,14,7,,1,,5,9,
Valor,1505007,Nova Timboteua,2,,,,,,,8,3,,0,,4,10,
Valor,4211504,Nova Trento,2,,,,,,,13,3,,0,,5,9,
Valor,5106240,Nova Ubiratã,2,,,,,,,13,6,,0,,5,9,
Valor,3136603,Nova União,2,,,,,,,10,4,,0,,5,9,
Valor,1101435,Nova União,2,,,,,,,6,5,,0,,5,9,
Valor,3203908,Nova Venécia,2,,,,,,,13,5,,0,,5,9,
Valor,5215009,Nova Veneza,2,,,,,,,8,4,,1,,4,8,
Valor,4211603,Nova Veneza,2,,,,,,,10,6,,0,,5,9,
Valor,2923001,Nova Viçosa,2,,,,,,,14,4,,0,,5,7,
Valor,5106257,Nova Xavantina,2,,,,,,,7,4,,0,,5,9,
Valor,1715101,Novo Acordo,2,,,,,,,8,3,,0,,4,9,
Valor,1303205,Novo Airão,2,,,,,,,0,2,,0,,3,7,
Valor,1715150,Novo Alegre,2,,,,,,,7,5,,0,,5,9,
Valor,1303304,Novo Aripuanã,2,,,,,,,0,3,,0,,4,8,
Valor,4313490,Novo Barreiro,2,,,,,,,6,5,,0,,5,10,
Valor,5215207,Novo Brasil,2,,,,,,,10,4,,0,,4,8,
Valor,4313391,Novo Cabrais,2,,,,,,,6,4,,0,,5,8,
Valor,3145307,Novo Cruzeiro,2,,,,,,,8,4,,0,,5,8,
Valor,5215231,Novo Gama,2,,,,,,,10,3,,0,,5,8,
Valor,4313409,Novo Hamburgo,2,,,,,,,13,6,,0,,4,9,
Valor,2923035,Novo Horizonte,2,,,,,,,10,6,,0,,5,9,
Valor,4211652,Novo Horizonte,3,,,,,,,14,4,,1,,5,10,
Valor,3533502,Novo Horizonte,2,,,,,,,13,5,,0,,5,9,
Valor,5106273,Novo Horizonte do Norte,1,,,,,,,6,4,,0,,0,1,
Valor,1100502,Novo Horizonte do Oeste,3,,,,,,,14,5,,1,,5,10,
Valor,5006259,Novo Horizonte do Sul,2,,,,,,,9,4,,0,,5,8,
Valor,4117297,Novo Itacolomi,3,,,,,,,8,5,,1,,5,9,
Valor,1715259,Novo Jardim,2,,,,,,,6,1,,0,,5,8,
Valor,2705606,Novo Lino,1,,,,,,,0,0,,0,,0,1,
Valor,4313425,Novo Machado,2,,,,,,,7,5,,0,,5,8,
Valor,5106265,Novo Mundo,2,,,,,,,5,3,,0,,4,9,
Valor,2309409,Novo Oriente,2,,,,,,,13,6,,0,,5,8,
Valor,3145356,Novo Oriente de Minas,2,,,,,,,6,5,,0,,2,4,
Valor,2206902,Novo Oriente do Piauí,2,,,,,,,3,3,,0,,5,7,
Valor,5215256,Novo Planalto,2,,,,,,,5,2,,0,,5,8,
Valor,1505031,Novo Progresso,2,,,,,,,9,3,,0,,4,9,
Valor,1505064,Novo Repartimento,3,,,,,,,12,5,,1,,5,9,
Valor,3145372,Novorizonte,2,,,,,,,7,3,,0,,5,9,
Valor,5106315,Novo Santo Antônio,2,,,,,,,10,2,,0,,5,8,
Valor,2206951,Novo Santo Antônio,2,,,,,,,3,2,,0,,4,8,
Valor,5106281,Novo São Joaquim,2,,,,,,,11,1,,1,,5,9,
Valor,4313441,Novo Tiradentes,2,,,,,,,5,5,,0,,5,8,
Valor,2923050,Novo Triunfo,2,,,,,,,5,1,,0,,5,9,
Valor,4313466,Novo Xingu,2,,,,,,,6,1,,0,,5,8,
Valor,3533601,Nuporanga,2,,,,,,,9,3,,0,,5,9,
Valor,1505106,Óbidos,2,,,,,,,12,4,,0,,4,9,
Valor,2309458,Ocara,2,,,,,,,6,4,,0,,5,9,
Valor,3533700,Ocauçu,3,,,,,,,14,4,,1,,5,9,
Valor,2207009,Oeiras,2,,,,,,,5,5,,0,,4,9,
Valor,1505205,Oeiras do Pará,2,,,,,,,5,1,,0,,5,9,
Valor,1600501,Oiapoque,2,,,,,,,6,6,,0,,5,6,
Valor,3145406,Olaria,2,,,,,,,9,3,,0,,5,9,
Valor,3533809,Óleo,2,,,,,,,4,3,,0,,5,9,
Valor,2510402,Olho d'Água,2,,,,,,,8,4,,1,,5,8,
Valor,2107407,Olho d'Água das Cunhãs,2,,,,,,,8,2,,0,,5,8,
Valor,2705705,Olho d'Água das Flores,3,,,,,,,8,5,,1,,5,10,
Valor,2408409,Olho d'Água do Borges,2,,,,,,,8,6,,1,,4,8,
Valor,2705804,Olho d'Água do Casado,2,,,,,,,6,4,,0,,5,8,
Valor,2207108,Olho D'Água do Piauí,2,,,,,,,8,3,,0,,4,9,
Valor,2705903,Olho d'Água Grande,2,,,,,,,6,4,,0,,4,5,
Valor,3145455,Olhos-d'Água,2,,,,,,,1,2,,0,,4,8,
Valor,3533908,Olímpia,2,,,,,,,12,5,,0,,5,9,
Valor,3145505,Olímpio Noronha,2,,,,,,,4,2,,0,,4,8,
Valor,2609600,Olinda,2,,,,,,,8,7,,0,,5,8,
Valor,2107456,Olinda Nova do Maranhão,2,,,,,,,4,4,,0,,5,8,
Valor,2923100,Olindina,2,,,,,,,0,4,,0,,4,8,
Valor,2510501,Olivedos,2,,,,,,,4,3,,0,,5,8,
Valor,3145604,Oliveira,2,,,,,,,11,6,,0,,4,8,
Valor,1715507,Oliveira de Fátima,3,,,,,,,11,3,,1,,5,9,
Valor,2923209,Oliveira dos Brejinhos,2,,,,,,,6,2,,0,,5,9,
Valor,3145703,Oliveira Fortes,2,,,,,,,5,3,,0,,4,8,
Valor,2706000,Olivença,2,,,,,,,9,4,,0,,5,8,
Valor,3145802,Onça de Pitangui,2,,,,,,,7,2,,0,,5,8,
Valor,3534005,Onda Verde,2,,,,,,,4,6,,0,,5,9,
Valor,3145851,Oratórios,2,,,,,,,8,4,,0,,5,8,
Valor,3534104,Oriente,2,,,,,,,6,4,,0,,5,8,
Valor,3534203,Orindiúva,2,,,,,,,9,2,,0,,5,9,
Valor,1505304,Oriximiná,2,,,,,,,8,3,,0,,5,9,
Valor,3145877,Orizânia,2,,,,,,,6,4,,0,,5,9,
Valor,5215306,Orizona,2,,,,,,,11,9,,0,,5,9,
Valor,3534302,Orlândia,2,,,,,,,10,5,,0,,5,8,
Valor,4211702,Orleans,2,,,,,,,10,6,,0,,5,10,
Valor,2609709,Orobó,2,,,,,,,12,8,,0,,5,10,
Valor,2609808,Orocó,2,,,,,,,4,1,,0,,5,8,
Valor,2309508,Orós,2,,,,,,,7,7,,0,,5,9,
Valor,4117305,Ortigueira,2,,,,,,,7,3,,0,,5,9,
Valor,3534401,Osasco,2,,,,,,,15,7,,0,,4,8,
Valor,3534500,Oscar Bressane,3,,,,,,,10,4,,1,,5,9,
Valor,4313508,Osório,2,,,,,,,13,5,,0,,5,9,
Valor,3534609,Osvaldo Cruz,2,,,,,,,11,2,,0,,5,8,
Valor,4211751,Otacílio Costa,2,,,,,,,9,6,,0,,5,8,
Valor,1505403,Ourém,1,,,,,,,6,4,,0,,0,3,
Valor,2923308,Ouriçangas,2,,,,,,,0,3,,0,,5,8,
Valor,2609907,Ouricuri,2,,,,,,,12,6,,0,,5,8,
Valor,1505437,Ourilândia do Norte,3,,,,,,,12,9,,1,,5,10,
Valor,3534708,Ourinhos,2,,,,,,,10,5,,0,,4,10,
Valor,4117404,Ourizona,2,,,,,,,8,4,,0,,5,8,
Valor,4211801,Ouro,3,,,,,,,12,4,,1,,5,10,
Valor,2706109,Ouro Branco,2,,,,,,,2,3,,0,,5,7,
Valor,3145901,Ouro Branco,4,2,8,4,1,9,3,11,5,1,0,1,5,8,5
Valor,2408508,Ouro Branco,2,,,,,,,4,4,,0,,5,9,
Valor,3534757,Ouroeste,2,,,,,,,8,5,,1,,5,8,
Valor,3146008,Ouro Fino,2,,,,,,,8,3,,0,,5,9,
Valor,2923357,Ourolândia,2,,,,,,,6,5,,0,,5,9,
Valor,3146107,Ouro Preto,2,,,,,,,14,8,,0,,4,9,
Valor,1100155,Ouro Preto do Oeste,2,,,,,,,10,4,,0,,5,9,
Valor,2510600,Ouro Velho,2,,,,,,,7,2,,0,,5,10,
Valor,4211850,Ouro Verde,2,,,,,,,1,5,,0,,5,9,
Valor,3534807,Ouro Verde,2,,,,,,,8,6,,0,,5,8,
Valor,5215405,Ouro Verde de Goiás,3,,,,,,,13,5,,1,,5,8,
Valor,3146206,Ouro Verde de Minas,2,,,,,,,3,4,,0,,5,9,
Valor,4117453,Ouro Verde do Oeste,2,,,,,,,12,5,,0,,5,8,
Valor,5215504,Ouvidor,2,,,,,,,10,5,,0,,5,8,
Valor,3534906,Pacaembu,2,,,,,,,7,7,,0,,4,10,
Valor,1505486,Pacajá,2,,,,,,,3,5,,0,,5,10,
Valor,2309607,Pacajus,3,,,,,,,14,6,,1,,5,9,
Valor,1400456,Pacaraima,2,,,,,,,12,4,,0,,4,9,
Valor,2309706,Pacatuba,2,,,,,,,8,5,,0,,5,8,
Valor,2804904,Pacatuba,2,,,,,,,6,2,,0,,4,9,
Valor,2107506,Paço do Lumiar,2,,,,,,,8,5,,0,,5,8,
