,Codigo,Nome,Nivel,Governança Colaborativa - Responsáveis,Incorporação de TICs - Planejamento,Planejamento Estratégico para Transformação Digital,Governança de TI - Práticas,Infraestrutura de Hw e Sw - Armazenamento,Gestão Integrada de Dados,Serviços Públicos On-line,Solicitação de Serviços Públicos,Segurança de Políticas Públicas - Monitoramento,Percepção dos Serviços Públicos,Transparência - Monitoramento,Transparência - Execução Orçamentária e Financeira,Transparência dos Dados - Disponibilização,Segurança dos Dados - Práticas
Valor,3514957,Embaúba,2,,,,,,,4,3,,0,,5,6,
Valor,3515004,Embu das Artes,2,,,,,,,7,4,,0,,4,9,
Valor,3515103,Embu-Guaçu,2,,,,,,,2,4,,0,,4,8,
Valor,3515129,Emilianópolis,2,,,,,,,7,5,,0,,5,9,
Valor,4306809,Encantado,3,,,,,,,15,5,,1,,5,10,
Valor,2403301,Encanto,2,,,,,,,7,4,,0,,5,10,
Valor,2910404,Encruzilhada,2,,,,,,,5,3,,0,,5,9,
Valor,4306908,Encruzilhada do Sul,2,,,,,,,10,5,,0,,4,9,
Valor,4107405,Enéas Marques,3,,,,,,,12,4,,1,,5,8,
Valor,4107504,Engenheiro Beltrão,2,,,,,,,11,3,,0,,5,9,
Valor,3123700,Engenheiro Caldas,2,,,,,,,7,5,,0,,3,3,
Valor,3515152,Engenheiro Coelho,2,,,,,,,8,5,,0,,4,9,
Valor,3123809,Engenheiro Navarro,2,,,,,,,9,2,,0,,4,8,
Valor,3301801,Engenheiro Paulo de Frontin,2,,,,,,,10,4,,0,,4,7,
Valor,4306924,Engenho Velho,2,,,,,,,11,5,,0,,5,7,
Valor,3123858,Entre Folhas,2,,,,,,,9,3,,1,,4,8,
Valor,4306932,Entre-Ijuís,2,,,,,,,12,5,,0,,4,8,
Valor,2910503,Entre Rios,2,,,,,,,6,9,,0,,5,8,
Valor,4205175,Entre Rios,2,,,,,,,7,4,,0,,5,9,
Valor,3123908,Entre Rios de Minas,2,,,,,,,6,4,,0,,5,8,
Valor,4107538,Entre Rios do Oeste,2,,,,,,,8,3,,0,,5,8,
Valor,4306957,Entre Rios do Sul,2,,,,,,,9,6,,0,,4,9,
Valor,1301506,Envira,2,,,,,,,0,3,,0,,5,9,
Valor,1200252,Epitaciolândia,2,,,,,,,13,4,,0,,5,8,
Valor,2403400,Equador,2,,,,,,,8,5,,0,,5,9,
Valor,4306973,Erebango,2,,,,,,,5,4,,0,,5,8,
Valor,4307005,Erechim,2,,,,,,,13,2,,0,,5,9,
Valor,2304277,Ererê,2,,,,,,,4,2,,0,,3,5,
Valor,2900504,Érico Cardoso,2,,,,,,,4,3,,0,,5,8,
Valor,4205191,Ermo,2,,,,,,,7,4,,0,,5,8,
Valor,4307054,Ernestina,2,,,,,,,6,5,,0,,5,9,
Valor,4307203,Erval Grande,2,,,,,,,7,1,,0,,5,9,
Valor,3124005,Ervália,2,,,,,,,6,6,,0,,4,7,
Valor,4307302,Erval Seco,2,,,,,,,7,3,,0,,5,9,
Valor,4205209,Erval Velho,3,,,,,,,13,5,,1,,5,10,
Valor,2605202,Escada,2,,,,,,,7,5,,0,,5,9,
Valor,4307401,Esmeralda,2,,,,,,,4,3,,0,,5,9,
Valor,3124104,Esmeraldas,2,,,,,,,9,3,,0,,4,10,
Valor,3124203,Espera Feliz,2,,,,,,,12,4,,0,,5,10,
Valor,2506004,Esperança,2,,,,,,,3,3,,0,,5,9,
Valor,4307450,Esperança do Sul,2,,,,,,,6,3,,0,,5,8,
Valor,4107520,Esperança Nova,2,,,,,,,12,5,,0,,4,6,
Valor,2203701,Esperantina,2,,,,,,,10,5,,0,,5,9,
Valor,1707405,Esperantina,2,,,,,,,6,2,,0,,4,8,
Valor,2104008,Esperantinópolis,2,,,,,,,11,4,,0,,5,10,
Valor,4107546,Espigão Alto do Iguaçu,2,,,,,,,9,1,,0,,5,8,
Valor,1100098,Espigão D'Oeste,2,,,,,,,11,4,,0,,5,9,
Valor,3124302,Espinosa,2,,,,,,,6,3,,0,,4,6,
Valor,2403509,Espírito Santo,2,,,,,,,0,5,,0,,4,8,
Valor,3124401,Espírito Santo do Dourado,2,,,,,,,7,4,,0,,4,8,
Valor,3515186,Espírito Santo do Pinhal,2,,,,,,,11,7,,0,,5,10,
Valor,3515194,Espírito Santo do Turvo,2,,,,,,,8,4,,0,,5,9,
Valor,2910602,Esplanada,2,,,,,,,8,6,,0,,5,7,
Valor,4307500,Espumoso,2,,,,,,,12,6,,0,,5,9,
Valor,4307559,Estação,2,,,,,,,4,3,,0,,4,7,
Valor,2802106,Estância,2,,,,,,,7,5,,0,,5,8,
Valor,4307609,Estância Velha,2,,,,,,,8,3,,0,,5,9,
Valor,4307708,Esteio,3,,,,,,,14,8,,1,,5,8,
Valor,3124500,Estiva,2,,,,,,,3,4,,0,,5,8,
Valor,3557303,Estiva Gerbi,2,,,,,,,8,7,,0,,5,8,
Valor,2104057,Estreito,2,,,,,,,7,6,,0,,5,6,
Valor,4307807,Estrela,2,,,,,,,12,5,,0,,5,9,
Valor,3124609,Estrela Dalva,2,,,,,,,8,2,,0,,5,9,
Valor,2702553,Estrela de Alagoas,1,,,,,,,2,3,,0,,0,1,
Valor,3515202,Estrela d'Oeste,2,,,,,,,8,2,,0,,5,9,
Valor,3124708,Estrela do Indaiá,2,,,,,,,4,3,,0,,4,9,
Valor,5207501,Estrela do Norte,2,,,,,,,7,3,,0,,5,8,
Valor,3515301,Estrela do Norte,2,,,,,,,5,3,,0,,4,6,
Valor,3124807,Estrela do Sul,2,,,,,,,15,3,,0,,5,8,
Valor,4307815,Estrela Velha,2,,,,,,,8,5,,0,,5,8,
Valor,2910701,Euclides da Cunha,2,,,,,,,8,6,,0,,5,9,
Valor,3515350,Euclides da Cunha Paulista,2,,,,,,,9,3,,0,,4,10,
Valor,4307831,Eugênio de Castro,2,,,,,,,7,2,,0,,5,9,
Valor,3124906,Eugenópolis,2,,,,,,,4,3,,0,,4,9,
Valor,2910727,Eunápolis,2,,,,,,,6,4,,0,,4,9,
Valor,2304285,Eusébio,2,,,,,,,8,5,,0,,5,8,
Valor,3125002,Ewbank da Câmara,2,,,,,,,5,2,,1,,5,8,
Valor,3125101,Extrema,2,,,,,,,9,3,,0,,5,8,
Valor,2403608,Extremoz,2,,,,,,,7,5,,0,,5,8,
Valor,2605301,Exu,2,,,,,,,7,3,,0,,4,10,
Valor,2506103,Fagundes,2,,,,,,,6,5,,0,,5,9,
Valor,4307864,Fagundes Varela,2,,,,,,,9,5,,0,,5,8,
Valor,5207535,Faina,3,,,,,,,16,4,,1,,5,10,
Valor,3125200,Fama,2,,,,,,,7,4,,0,,5,9,
Valor,3125309,Faria Lemos,2,,,,,,,5,3,,0,,5,8,
Valor,2304301,Farias Brito,2,,,,,,,8,0,,0,,4,8,
Valor,1503002,Faro,2,,,,,,,8,3,,1,,4,8,
Valor,4107553,Farol,2,,,,,,,5,2,,0,,5,8,
Valor,4307906,Farroupilha,2,,,,,,,13,7,,0,,5,9,
Valor,3515400,Fartura,2,,,,,,,14,4,,0,,5,9,
Valor,2203750,Fartura do Piauí,2,,,,,,,12,3,,0,,4,8,
Valor,2910750,Fátima,2,,,,,,,5,4,,0,,4,8,
Valor,1707553,Fátima,2,,,,,,,4,3,,0,,5,9,
Valor,5003801,Fátima do Sul,2,,,,,,,10,3,,1,,5,8,
Valor,4107603,Faxinal,2,,,,,,,13,4,,0,,5,8,
Valor,4205308,Faxinal dos Guedes,2,,,,,,,11,4,,0,,5,9,
Valor,4308003,Faxinal do Soturno,2,,,,,,,9,5,,0,,5,8,
Valor,4308052,Faxinalzinho,2,,,,,,,6,4,,0,,5,8,
Valor,5207600,Fazenda Nova,2,,,,,,,10,3,,0,,5,8,
Valor,4107652,Fazenda Rio Grande,2,,,,,,,10,4,,0,,4,9,
Valor,4308078,Fazenda Vilanova,2,,,,,,,6,6,,0,,5,6,
Valor,1200302,Feijó,2,,,,,,,6,2,,1,,5,8,
Valor,2910776,Feira da Mata,2,,,,,,,0,1,,0,,4,8,
Valor,2910800,Feira de Santana,2,,,,,,,15,8,,0,,4,9,
Valor,2702603,Feira Grande,2,,,,,,,4,4,,0,,5,8,
Valor,2605400,Feira Nova,2,,,,,,,5,6,,0,,4,9,
Valor,2802205,Feira Nova,2,,,,,,,10,4,,0,,5,9,
Valor,2104073,Feira Nova do Maranhão,3,,,,,,,10,5,,1,,5,9,
Valor,3125408,Felício dos Santos,2,,,,,,,5,5,,0,,4,8,
Valor,2403707,Felipe Guerra,2,,,,,,,11,3,,0,,5,8,
Valor,3125606,Felisburgo,2,,,,,,,6,4,,1,,4,8,
Valor,3125705,Felixlândia,2,,,,,,,3,3,,0,,5,8,
Valor,4308102,Feliz,2,,,,,,,13,6,,0,,5,9,
Valor,2702702,Feliz Deserto,2,,,,,,,8,4,,0,,4,7,
Valor,5103700,Feliz Natal,2,,,,,,,11,4,,0,,5,9,
Valor,4107702,Fênix,2,,,,,,,8,1,,0,,5,8,
Valor,4107736,Fernandes Pinheiro,2,,,,,,,11,4,,0,,5,8,
Valor,3125804,Fernandes Tourinho,2,,,,,,,8,5,,0,,5,8,
Valor,2605459,Fernando de Noronha,2,,,,,,,5,4,,0,,3,6,
Valor,2104081,Fernando Falcão,2,,,,,,,3,2,,0,,5,9,
Valor,2403756,Fernando Pedroza,2,,,,,,,9,4,,0,,5,8,
Valor,3515509,Fernandópolis,2,,,,,,,3,4,,0,,5,9,
Valor,3515608,Fernando Prestes,2,,,,,,,12,3,,0,,5,9,
Valor,3515657,Fernão,2,,,,,,,7,4,,0,,5,8,
Valor,3515707,Ferraz de Vasconcelos,2,,,,,,,9,4,,0,,4,10,
Valor,1600238,Ferreira Gomes,2,,,,,,,7,7,,0,,5,8,
Valor,2605509,Ferreiros,2,,,,,,,2,4,,0,,5,9,
Valor,3125903,Ferros,2,,,,,,,5,2,,0,,5,8,
Valor,3125952,Fervedouro,2,,,,,,,6,3,,0,,5,9,
Valor,4107751,Figueira,2,,,,,,,9,3,,1,,5,8,
Valor,5003900,Figueirão,2,,,,,,,11,6,,0,,5,8,
Valor,1707652,Figueirópolis,2,,,,,,,6,5,,0,,5,9,
Valor,5103809,Figueirópolis D'Oeste,2,,,,,,,10,2,,0,,5,9,
Valor,2910859,Filadélfia,3,,,,,,,14,7,,1,,5,8,
Valor,1707702,Filadélfia,2,,,,,,,8,3,,0,,5,9,
Valor,2910909,Firmino Alves,2,,,,,,,0,7,,0,,5,9,
Valor,5207808,Firminópolis,3,3,0,0,0,0,1,13,4,0,1,0,5,8,1
Valor,2702801,Flexeiras,1,,,,,,,2,2,,0,,0,1,
Valor,4107801,Floraí,2,,,,,,,8,4,,0,,5,9,
Valor,2403806,Florânia,2,,,,,,,4,5,,0,,5,9,
Valor,3515806,Flora Rica,2,,,,,,,7,4,,0,,5,8,
Valor,4107850,Flor da Serra do Sul,2,,,,,,,8,3,,1,,5,8,
Valor,4205357,Flor do Sertão,2,,,,,,,8,7,,0,,5,9,
Valor,3515905,Floreal,2,,,,,,,8,5,,0,,5,10,
Valor,2605608,Flores,2,,,,,,,7,4,,0,,5,9,
Valor,4308201,Flores da Cunha,3,,,,,,,11,9,,0,,5,10,
Valor,5207907,Flores de Goiás,3,,,,,,,15,2,,1,,5,9,
Valor,2203800,Flores do Piauí,2,,,,,,,4,2,,0,,5,8,
Valor,2605707,Floresta,2,,,,,,,6,6,,0,,5,8,
Valor,4107900,Floresta,2,,,,,,,3,4,,0,,5,8,
Valor,2911006,Floresta Azul,2,,,,,,,5,3,,0,,5,9,
Valor,1503044,Floresta do Araguaia,2,,,,,,,6,4,,0,,5,8,
Valor,2203859,Floresta do Piauí,2,,,,,,,10,2,,1,,4,8,
Valor,3126000,Florestal,2,,,,,,,5,5,,0,,4,9,
Valor,4108007,Florestópolis,2,,,,,,,7,2,,0,,4,9,
Valor,2203909,Floriano,3,,,,,,,13,9,,0,,5,9,
Valor,4308250,Floriano Peixoto,2,,,,,,,5,2,,0,,5,9,
Valor,4205407,Florianópolis,2,,,,,,,9,7,,0,,5,9,
Valor,4108106,Flórida,2,,,,,,,10,3,,0,,5,7,
Valor,3516002,Flórida Paulista,2,,,,,,,7,3,,0,,5,8,
Valor,3516101,Florínea,3,,,,,,,16,8,,1,,4,8,
Valor,1301605,Fonte Boa,2,,,,,,,0,4,,0,,5,9,
Valor,4308300,Fontoura Xavier,2,,,,,,,7,6,,0,,5,8,
Valor,3126109,Formiga,2,,,,,,,12,7,,0,,5,9,
Valor,4308409,Formigueiro,2,,,,,,,6,4,,0,,5,8,
Valor,5208004,Formosa,2,,,,,,,11,5,,0,,5,9,
Valor,2104099,Formosa da Serra Negra,2,,,,,,,5,4,,0,,5,9,
Valor,4108205,Formosa do Oeste,2,,,,,,,13,4,,0,,5,8,
Valor,2911105,Formosa do Rio Preto,3,,,,,,,8,5,,1,,5,9,
Valor,4205431,Formosa do Sul,2,,,,,,,13,7,,0,,5,9,
Valor,5208103,Formoso,2,,,,,,,6,6,,0,,5,8,
Valor,3126208,Formoso,2,,,,,,,7,5,,1,,5,9,
Valor,1708205,Formoso do Araguaia,2,,,,,,,8,2,,0,,5,9,
Valor,4308433,Forquetinha,2,,,,,,,8,5,,1,,5,8,
Valor,2304350,Forquilha,2,,,,,,,5,7,,0,,5,9,
Valor,4205456,Forquilhinha,2,,,,,,,12,5,,0,,5,9,
Valor,2304400,Fortaleza,3,,,,,,,15,6,,1,,5,10,
Valor,3126307,Fortaleza de Minas,2,,,,,,,7,4,,0,,5,8,
Valor,2104107,Fortaleza dos Nogueiras,2,,,,,,,6,4,,0,,5,8,
Valor,4308458,Fortaleza dos Valos,2,,,,,,,11,10,,0,,5,8,
Valor,1708254,Fortaleza do Tabocão,2,,,,,,,7,3,,0,,4,8,
Valor,2304459,Fortim,2,,,,,,,10,6,,0,,5,9,
Valor,2104206,Fortuna,2,,,,,,,9,4,,0,,5,9,
Valor,3126406,Fortuna de Minas,2,,,,,,,6,4,,0,,4,8,
Valor,4108304,Foz do Iguaçu,2,,,,,,,15,5,,0,,5,9,
Valor,4108452,Foz do Jordão,2,,,,,,,8,3,,0,,4,8,
Valor,4205506,Fraiburgo,2,,,,,,,13,4,,0,,5,8,
Valor,3516200,Franca,2,,,,,,,11,6,,0,,5,9,
Valor,2204006,Francinópolis,2,,,,,,,5,1,,0,,5,9,
Valor,4108320,Francisco Alves,2,,,,,,,5,3,,0,,5,8,
Valor,2204105,Francisco Ayres,2,,,,,,,7,2,,0,,5,8,
Valor,3126505,Francisco Badaró,2,,,,,,,6,5,,0,,4,8,
Valor,4108403,Francisco Beltrão,2,,,,,,,10,5,,0,,5,9,
Valor,2403905,Francisco Dantas,2,,,,,,,13,2,,0,,5,9,
Valor,3126604,Francisco Dumont,2,,,,,,,4,4,,0,,4,8,
Valor,2204154,Francisco Macedo,2,,,,,,,6,5,,0,,4,8,
Valor,3516309,Francisco Morato,2,,,,,,,9,6,,0,,5,9,
Valor,3126752,Franciscópolis,2,,,,,,,1,4,,0,,3,5,
Valor,3126703,Francisco Sá,2,,,,,,,2,3,,0,,5,9,
Valor,2204204,Francisco Santos,2,,,,,,,6,2,,0,,4,8,
Valor,3516408,Franco da Rocha,2,,,,,,,11,6,,0,,4,9,
Valor,2304509,Frecheirinha,2,,,,,,,7,5,,0,,5,8,
Valor,4308508,Frederico Westphalen,2,,,,,,,12,6,,0,,5,9,
Valor,3126802,Frei Gaspar,2,,,,,,,3,1,,0,,4,8,
Valor,3126901,Frei Inocêncio,2,,,,,,,8,6,,0,,1,2,
Valor,3126950,Frei Lagonegro,2,,,,,,,7,3,,0,,5,8,
Valor,2506202,Frei Martinho,2,,,,,,,9,5,,0,,5,7,
Valor,2605806,Frei Miguelinho,2,,,,,,,4,3,,0,,3,7,
Valor,2802304,Frei Paulo,2,,,,,,,7,4,,0,,5,9,
Valor,4205555,Frei Rogério,2,,,,,,,11,4,,0,,5,9,
Valor,3127008,Fronteira,2,,,,,,,6,4,,0,,5,9,
Valor,3127057,Fronteira dos Vales,2,,,,,,,1,4,,0,,4,6,
Valor,2204303,Fronteiras,2,,,,,,,5,0,,0,,5,8,
Valor,3127073,Fruta de Leite,2,,,,,,,1,3,,0,,4,8,
Valor,3127107,Frutal,2,,,,,,,6,4,,0,,4,8,
Valor,2404002,Frutuoso Gomes,2,,,,,,,2,5,,0,,5,8,
Valor,3202207,Fundão,2,,,,,,,6,3,,0,,4,8,
Valor,3127206,Funilândia,2,,,,,,,8,4,,0,,4,9,
Valor,3516507,Gabriel Monteiro,2,,,,,,,7,6,,0,,5,9,
Valor,2506251,Gado Bravo,2,,,,,,,5,2,,1,,5,9,
Valor,3516606,Gália,2,,,,,,,8,4,,0,,5,8,
Valor,3127305,Galiléia,2,,,,,,,3,4,,0,,4,8,
Valor,2404101,Galinhos,2,,,,,,,5,7,,1,,5,7,
Valor,4205605,Galvão,3,,,,,,,9,6,,1,,5,8,
Valor,2605905,Gameleira,2,,,,,,,6,5,,0,,5,8,
Valor,5208152,Gameleira de Goiás,2,,,,,,,10,6,,0,,5,8,
Valor,3127339,Gameleiras,2,,,,,,,6,4,,1,,5,8,
Valor,2911204,Gandu,2,,,,,,,5,7,,0,,5,9,
Valor,2606002,Garanhuns,2,,,,,,,14,6,,0,,5,10,
Valor,2802403,Gararu,2,,,,,,,4,4,,0,,4,8,
Valor,3516705,Garça,2,,,,,,,11,3,,0,,4,9,
Valor,4308607,Garibaldi,2,,,,,,,11,2,,0,,5,9,
Valor,4205704,Garopaba,2,,,,,,,9,6,,0,,5,9,
Valor,1503077,Garrafão do Norte,3,,,,,,,8,7,,1,,5,10,
Valor,4308656,Garruchos,2,,,,,,,3,3,,0,,5,8,
Valor,4205803,Garuva,2,,,,,,,13,5,,0,,5,8,
Valor,4205902,Gaspar,3,,,,,,,14,9,,0,,5,9,
Valor,3516804,Gastão Vidigal,2,,,,,,,10,5,,0,,5,10,
Valor,5103858,Gaúcha do Norte,2,,,,,,,6,1,,0,,5,9,
Valor,4308706,Gaurama,2,,,,,,,7,4,,0,,5,8,
Valor,2911253,Gavião,2,,,,,,,8,4,,0,,5,8,
Valor,3516853,Gavião Peixoto,2,,,,,,,12,5,,0,,5,10,
Valor,2204352,Geminiano,2,,,,,,,6,2,,0,,4,8,
Valor,4308805,General Câmara,2,,,,,,,6,5,,0,,4,6,
Valor,5103908,General Carneiro,2,,,,,,,6,2,,0,,4,10,
Valor,4108502,General Carneiro,3,,,,,,,15,4,,1,,5,8,
Valor,2802502,General Maynard,2,,,,,,,6,3,,0,,4,8,
Valor,3516903,General Salgado,2,,,,,,,3,4,,0,,5,7,
Valor,2304608,General Sampaio,2,,,,,,,8,4,,0,,5,10,
Valor,4308854,Gentil,2,,,,,,,7,5,,0,,5,8,
Valor,2911303,Gentio do Ouro,2,,,,,,,10,4,,0,,5,7,
Valor,3517000,Getulina,2,,,,,,,10,3,,0,,5,8,
Valor,4308904,Getúlio Vargas,2,,,,,,,13,4,,0,,5,9,
Valor,2204402,Gilbués,2,,,,,,,6,3,,0,,2,4,
Valor,2702900,Girau do Ponciano,2,,,,,,,6,7,,0,,5,8,
Valor,4309001,Giruá,2,,,,,,,6,5,,0,,5,9,
Valor,3127354,Glaucilândia,2,,,,,,,4,1,,0,,4,8,
Valor,3517109,Glicério,2,,,,,,,10,4,,0,,5,9,
Valor,2911402,Glória,2,,,,,,,7,5,,0,,5,8,
Valor,5004007,Glória de Dourados,3,,,,,,,15,3,,1,,5,10,
Valor,5103957,Glória D'Oeste,2,,,,,,,6,3,,1,,5,9,
Valor,2606101,Glória do Goitá,2,,,,,,,2,4,,0,,5,8,
Valor,4309050,Glorinha,2,,,,,,,10,7,,0,,5,9,
Valor,2104305,Godofredo Viana,2,,,,,,,2,2,,0,,4,7,
Valor,4108551,Godoy Moreira,2,,,,,,,6,4,,0,,4,7,
Valor,3127370,Goiabeira,2,,,,,,,7,5,,1,,4,9,
Valor,2606200,Goiana,2,,,,,,,11,5,,0,,5,6,
Valor,3127388,Goianá,2,,,,,,,6,4,,0,,5,8,
Valor,5208400,Goianápolis,2,,,,,,,14,5,,0,,5,7,
Valor,5208509,Goiandira,2,,,,,,,11,4,,0,,5,8,
Valor,5208608,Goianésia,2,,,,,,,14,5,,0,,5,8,
Valor,1503093,Goianésia do Pará,2,,,,,,,6,4,,0,,5,9,
Valor,5208707,Goiânia,2,,,,,,,17,4,,0,,4,9,
Valor,2404200,Goianinha,2,,,,,,,6,7,,0,,5,8,
Valor,5208806,Goianira,3,,,,,,,15,6,,1,,4,8,
Valor,1708304,Goianorte,2,,,,,,,10,2,,1,,5,9,
Valor,5208905,Goiás,2,,,,,,,15,5,,0,,5,10,
Valor,1709005,Goiatins,2,,,,,,,6,2,,0,,5,8,
Valor,5209101,Goiatuba,2,,,,,,,14,3,,0,,5,9,
Valor,4108601,Goioerê,2,,,,,,,7,4,,0,,4,8,
Valor,4108650,Goioxim,2,,,,,,,10,3,,0,,4,8,
Valor,3127404,Gonçalves,2,,,,,,,9,5,,0,,4,10,
Valor,2104404,Gonçalves Dias,2,,,,,,,7,6,,1,,4,8,
Valor,2911501,Gongogi,2,,,,,,,5,1,,0,,4,9,
Valor,3127503,Gonzaga,2,,,,,,,7,5,,1,,4,8,
Valor,3127602,Gouveia,2,,,,,,,5,7,,0,,5,8,
Valor,5209150,Gouvelândia,2,,,,,,,6,4,,0,,5,7,
Valor,2104503,Governador Archer,2,,,,,,,3,0,,0,,4,8,
Valor,4206009,Governador Celso Ramos,2,,,,,,,11,3,,0,,5,9,
Valor,2404309,Governador Dix-Sept Rosado,2,,,,,,,8,6,,0,,4,7,
Valor,2104552,Governador Edison Lobão,2,,,,,,,5,3,,0,,5,8,
Valor,2104602,Governador Eugênio Barros,2,,,,,,,2,2,,0,,5,8,
Valor,1101005,Governador Jorge Teixeira,2,,,,,,,9,5,,0,,5,9,
Valor,3202256,Governador Lindenberg,2,,,,,,,11,3,,0,,5,8,
Valor,2104628,Governador Luiz Rocha,1,,,,,,,0,1,,0,,0,0,
Valor,2911600,Governador Mangabeira,2,,,,,,,7,5,,0,,5,8,
Valor,2104651,Governador Newton Bello,2,,,,,,,8,4,,0,,4,9,
Valor,2104677,Governador Nunes Freire,2,,,,,,,5,6,,0,,4,8,
Valor,3127701,Governador Valadares,2,,,,,,,12,8,,0,,5,10,
Valor,2304657,Graça,2,,,,,,,4,2,,0,,5,8,
Valor,2104701,Graça Aranha,1,,,,,,,1,3,,0,,0,0,
Valor,2802601,Gracho Cardoso,2,,,,,,,4,3,,0,,4,9,
Valor,2104800,Grajaú,2,,,,,,,10,2,,0,,5,7,
Valor,4309100,Gramado,3,,,,,,,15,5,,1,,5,9,
Valor,4309126,Gramado dos Loureiros,2,,,,,,,1,3,,0,,4,8,
Valor,4309159,Gramado Xavier,2,,,,,,,9,4,,0,,5,10,
Valor,4108700,Grandes Rios,2,,,,,,,12,3,,0,,5,8,
Valor,2606309,Granito,2,,,,,,,7,6,,0,,5,9,
Valor,2304707,Granja,2,,,,,,,5,2,,0,,4,9,
Valor,2304806,Granjeiro,3,,,,,,,8,6,,1,,5,8,
Valor,3127800,Grão Mogol,2,,,,,,,3,6,,0,,5,8,
Valor,4206108,Grão Pará,3,,,,,,,12,6,,1,,5,9,
Valor,2606408,Gravatá,3,,,,,,,10,6,,1,,4,9,
Valor,4309209,Gravataí,2,,,,,,,8,4,,0,,5,9,
Valor,4206207,Gravatal,2,,,,,,,9,6,,0,,5,7,
Valor,2304905,Groaíras,2,,,,,,,12,6,,0,,5,8,
Valor,2404408,Grossos,2,,,,,,,4,4,,0,,4,8,
Valor,3127909,Grupiara,2,,,,,,,4,2,,0,,4,8,
Valor,4309258,Guabiju,2,,,,,,,12,6,,0,,5,10,
Valor,4206306,Guabiruba,2,,,,,,,12,5,,0,,5,9,
Valor,3202306,Guaçuí,2,,,,,,,13,5,,0,,5,9,
Valor,2204501,Guadalupe,2,,,,,,,5,3,,0,,4,9,
Valor,4309308,Guaíba,2,,,,,,,12,6,,0,,5,8,
Valor,3517208,Guaiçara,2,,,,,,,8,5,,0,,5,9,
Valor,3517307,Guaimbê,2,,,,,,,5,1,,0,,5,9,
Valor,4108809,Guaíra,3,,,,,,,13,6,,1,,5,9,
Valor,3517406,Guaíra,2,,,,,,,7,6,,0,,5,10,
Valor,4108908,Guairaçá,2,,,,,,,7,4,,0,,5,8,
Valor,2304954,Guaiúba,2,,,,,,,11,4,,0,,5,8,
Valor,1301654,Guajará,2,,,,,,,0,1,,0,,4,7,
Valor,1100106,Guajará-Mirim,2,,,,,,,10,5,,0,,4,8,
Valor,2911659,Guajeru,2,,,,,,,10,3,,0,,4,8,
Valor,2404507,Guamaré,2,,,,,,,9,5,,0,,5,9,
Valor,4108957,Guamiranga,2,,,,,,,13,4,,0,,5,8,
Valor,2911709,Guanambi,2,,,,,,,10,6,,0,,5,9,
Valor,3128006,Guanhães,2,,,,,,,0,2,,0,,5,9,
Valor,3128105,Guapé,2,,,,,,,10,5,,0,,5,9,
Valor,3517505,Guapiaçu,3,,,,,,,12,9,,0,,5,9,
Valor,3517604,Guapiara,2,,,,,,,7,2,,0,,5,7,
Valor,3301850,Guapimirim,2,,,,,,,9,6,,0,,5,9,
Valor,4109005,Guapirama,2,,,,,,,11,1,,0,,4,8,
Valor,5209200,Guapó,2,,,,,,,10,4,,0,,5,9,
Valor,4309407,Guaporé,2,,,,,,,9,4,,0,,4,10,
Valor,4109104,Guaporema,2,,,,,,,4,4,,0,,4,9,
Valor,3517703,Guará,2,,,,,,,10,3,,0,,4,9,
Valor,2506301,Guarabira,3,,,,,,,12,7,,1,,5,10,
Valor,3517802,Guaraçaí,2,,,,,,,11,5,,0,,5,8,
Valor,4109203,Guaraci,2,,,,,,,12,4,,0,,5,7,
Valor,3517901,Guaraci,2,,,,,,,6,5,,0,,5,8,
Valor,3128204,Guaraciaba,2,,,,,,,9,4,,0,,5,9,
Valor,4206405,Guaraciaba,2,,,,,,,13,7,,0,,5,9,
Valor,2305001,Guaraciaba do Norte,2,,,,,,,13,5,,0,,5,8,
Valor,3128253,Guaraciama,2,,,,,,,6,3,,0,,4,8,
Valor,1709302,Guaraí,2,,,,,,,15,6,,0,,4,8,
Valor,5209291,Guaraíta,3,,,,,,,12,8,,1,,5,8,
Valor,2305100,Guaramiranga,2,,,,,,,6,2,,0,,4,7,
Valor,4206504,Guaramirim,2,,,,,,,15,5,,0,,5,9,
Valor,3128303,Guaranésia,2,,,,,,,8,4,,0,,5,8,
Valor,3128402,Guarani,2,,,,,,,8,6,,0,,4,8,
Valor,4109302,Guaraniaçu,2,,,,,,,10,5,,0,,5,9,
Valor,4309506,Guarani das Missões,2,,,,,,,5,3,,0,,5,7,
Valor,5209408,Guarani de Goiás,2,,,,,,,6,3,,0,,5,9,
Valor,3518008,Guarani d'Oeste,2,,,,,,,8,3,,0,,5,9,
Valor,3518107,Guarantã,3,,,,,,,11,4,,1,,4,10,
Valor,5104104,Guarantã do Norte,2,,,,,,,12,3,,0,,5,9,
Valor,3202405,Guarapari,2,,,,,,,12,6,,0,,4,6,
Valor,4109401,Guarapuava,2,,,,,,,12,7,,0,,5,9,
Valor,4109500,Guaraqueçaba,2,,,,,,,10,3,,0,,4,8,
Valor,3128501,Guarará,2,,,,,,,4,4,,0,,4,8,
Valor,3518206,Guararapes,2,,,,,,,10,3,,0,,5,9,
Valor,3518305,Guararema,2,,,,,,,12,7,,0,,4,9,
Valor,2911808,Guaratinga,2,,,,,,,6,2,,0,,5,8,
Valor,3518404,Guaratinguetá,2,,,,,,,10,3,,0,,5,9,
Valor,4109609,Guaratuba,2,,,,,,,13,5,,0,,5,9,
